상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(입양),경기-고양-2020-00469,개,믹스견,황백색,암컷,미상,우측에 눈물자국있음,2020-05-12
종료(반환),경기-동두천-2020-00075,개,믹스견,검,암컷,미상,짖음. 꼬리단미안됨. 털상태양호.,2020-05-12
종료(안락사),경기-의정부-2020-00165,개,믹스견,갈/흰,수컷,예,양귀처짐. 코갈색. 겁있음. 사람좋아함. 낑낑댐.,2020-05-12
종료(입양),경기-수원-2020-00400,개,스피츠,흰색,수컷,예,깨끗하고 순함.내장칩있음.,2020-05-12
종료(반환),경기-광주-2020-00322,개,보더 콜리,검백색,수컷,아니오,"5-49, 칩없음, 온순하고 친화적인 성격의 아이",2020-05-12
종료(안락사),경기-화성-2020-00961,개,믹스견,백색,암컷,아니오,붉은 목줄,2020-05-12
종료(입양),경기-화성-2020-00960,개,믹스견,흑색,암컷,아니오,갈색목줄,2020-05-12
종료(반환),경기-김포-2020-00276,개,믹스견,갈,수컷,아니오,양귀쫑긋. 코검정. 사람따름. 순함.,2020-05-12
종료(안락사),경기-김포-2020-00275,개,믹스견,갈/흰,암컷,미상,양귀처짐. 코검정. 겁많음. 입질함.,2020-05-12
종료(반환),경기-고양-2020-00470,개,말티즈,흰색,수컷,미상,눈물자국 있음,2020-05-12
종료(입양),경기-고양-2020-00469,개,믹스견,황백색,암컷,미상,우측에 눈물자국있음,2020-05-12
종료(반환),경기-동두천-2020-00075,개,믹스견,검,암컷,미상,짖음. 꼬리단미안됨. 털상태양호.,2020-05-12
종료(안락사),경기-의정부-2020-00165,개,믹스견,갈/흰,수컷,예,양귀처짐. 코갈색. 겁있음. 사람좋아함. 낑낑댐.,2020-05-12
종료(입양),경기-수원-2020-00400,개,스피츠,흰색,수컷,예,깨끗하고 순함.내장칩있음.,2020-05-12
종료(자연사),울산-울주-2020-00393,개,믹스견,갈색,수컷,아니오,순함,2020-05-12
종료(자연사),울산-울주-2020-00392,개,믹스견,갈색,수컷,아니오,순함,2020-05-12
종료(자연사),울산-울주-2020-00391,개,믹스견,갈색,수컷,아니오,순함,2020-05-12
종료(자연사),울산-울주-2020-00390,개,믹스견,갈색,암컷,아니오,순함,2020-05-12
종료(자연사),울산-울주-2020-00389,개,믹스견,갈색,암컷,아니오,순함,2020-05-12
종료(안락사),울산-북구-2020-00123,개,믹스견,검정,암컷,아니오,경계심심함/목에사슬착용/사나움,2020-05-12
종료(입양),대전-서구-2020-00227,개,요크셔 테리어,갈백,암컷,미상,임시보호신청,2020-05-12
종료(안락사),대전-중구-2020-00202,개,믹스견,검백,암컷,아니오,"교통사고, 선비동물병원 진료",2020-05-12
종료(반환),대전-중구-2020-00200,개,믹스견,백황,수컷,아니오,공격성강함,2020-05-12
보호중,광주-동구-2020-00124,개,믹스견,검,수컷,미상,"20-0687 블랙, 목줄착용(파랑)",2020-05-12
종료(반환),인천-서구-2020-00317,개,믹스견,갈색,수컷,아니오,"나이미상,뒷다리 보행이 불편해보임,머리위로 손이가면 조금 예민함,착함,빨간색목줄착용",2020-05-12
종료(안락사),인천-남동-2020-00219,개,믹스견,갈/검,암컷,미상,겁이많고 온순함,2020-05-12
종료(자연사),인천-미추홀-2020-00213,개,말티즈,흰,암컷,미상,노견/백내장/빨강옷/노랑어깨끈,2020-05-12
종료(반환),부산-해운대-2020-00191,개,베들링턴 테리어,회색+흰색,암컷,미상,"빨간색 티셔츠, 미용됨",2020-05-12
종료(자연사),부산-서구-2020-00145,개,믹스견,누런색,암컷,아니오,허약,2020-05-12
종료(반환),서울-강남-2020-00081,개,믹스견,연갈/흰,암컷,미상,양귀접힘.얼굴곳곳에작은혹.부정교합.윗니대부분없고흔들림.전신피주질환심함.신고인이목욕시킴.,2020-05-12
종료(반환),서울-영등포-2020-00034,개,믹스견,갈,수컷,아니오,양눈눈곱.치석심함.아래앞니한개이상하게남.양뒷발며느리발톱.전신몸곳곳털뭉침.사람따름.활발함.칩있음.,2020-05-12
종료(반환),서울-은평-2020-00095,개,시츄,갈/흰,암컷,미상,귀/꼬리털긺.아래앞니하나없음.사람따름.얌전.칩있음.좌후지붕대 처치하고옴.엉덩이주위피하출혈.,2020-05-12
종료(입양),서울-은평-2020-00094,개,프렌치 불독,갈,암컷,미상,코갈검. 가슴에흰털. 사람따름. 꼬리단미됨. 털상태양호.,2020-05-12
종료(입양),서울-은평-2020-00093,개,말티즈,흰,수컷,예,눈곱심함.치석심함.털오물오염.때탐.사람좋아함.짖음.양눈결막염.양슬개골심함.칩있음.,2020-05-12
종료(입양),서울-노원-2020-00074,개,알라스칸 말라뮤트,검/흰,암컷,미상,코검정바탕가운데분홍줄. 않아할줄앎. 사람따름. 얀전함.,2020-05-12
종료(반환),서울-동대문-2020-00087,개,요크셔 테리어,연갈,암컷,미상,코검정. 양뒷다리며느리발톱. 사람따름. 꼬리단미됨. 피부질환. 칩있음.,2020-05-12
종료(자연사),제주-제주-2020-02529,개,믹스견,흰색,수컷,아니오,(개체관리번호2456)생후5개월,2020-05-12
종료(안락사),제주-제주-2020-02509,개,믹스견,흰색,암컷,아니오,(개체관리번호2435)생후1개월,2020-05-12
종료(안락사),제주-제주-2020-02544,개,믹스견,갈색,암컷,미상,"(개체관리번호2420)심장사상충, 경계심",2020-05-12
종료(입양),경남-합천-2020-00226,개,믹스견,"흰색,노란색",암컷,아니오,온순함,2020-05-12
종료(안락사),경남-합천-2020-00225,개,믹스견,흰색,암컷,아니오,공격적임,2020-05-12
종료(입양),경남-합천-2020-00224,개,믹스견,검은색,수컷,아니오,"온순함,동배새끼와 구조",2020-05-12
종료(입양),경남-합천-2020-00223,개,믹스견,검은색,수컷,아니오,온순함,2020-05-12
종료(안락사),경남-합천-2020-00222,개,믹스견,검은색,암컷,아니오,"온순함,동배새끼와 구조",2020-05-12
종료(안락사),경남-합천-2020-00221,개,믹스견,검은색,암컷,아니오,"온순함,동배새끼와 구조",2020-05-12
종료(입양),경남-합천-2020-00220,개,믹스견,"흰색,노란색",수컷,아니오,성격 온순,2020-05-12
종료(안락사),경남-거창-2020-00161,개,믹스견,흰색,암컷,미상,사나움,2020-05-12
종료(입양),경남-거창-2020-00160,개,진도견,흰색,수컷,미상,3세 가량,2020-05-12
종료(안락사),경남-남해-2020-00159,개,믹스견,"검은색, 갈색, 흰색",암컷,아니오,야윔,2020-05-12
종료(안락사),경남-고성-2020-00227,개,믹스견,흰갈색,수컷,미상,없음,2020-05-12
종료(안락사),경남-고성-2020-00226,개,믹스견,흰갈색,암컷,아니오,없음,2020-05-12
종료(안락사),경남-고성-2020-00225,개,믹스견,갈색,수컷,아니오,없음,2020-05-12
종료(안락사),경남-고성-2020-00224,개,믹스견,흰갈색,암컷,아니오,없음,2020-05-12
종료(안락사),경남-고성-2020-00223,개,믹스견,흰검색,암컷,아니오,없음,2020-05-12
종료(안락사),경남-고성-2020-00222,개,믹스견,흑갈색,수컷,아니오,허리부상,2020-05-12
종료(자연사),경남-사천-2020-00383,개,믹스견,흰색,수컷,아니오,4개월령 흰색. 복슬복슬한 체모 소유.,2020-05-12
종료(자연사),경남-사천-2020-00382,개,믹스견,흰색,수컷,아니오,4개월령 흰색. 복슬복슬한 체모 소유.,2020-05-12
종료(자연사),경남-사천-2020-00381,개,믹스견,흰색,수컷,아니오,흰색바탕에 연한 황색 무늬.,2020-05-12
종료(자연사),경남-사천-2020-00380,개,믹스견,황색.,수컷,아니오,황색 바탕에 등쪽은 연한 검은 무늬.,2020-05-12
종료(자연사),경남-사천-2020-00379,개,믹스견,검은바탕에 황색 무늬,암컷,아니오,검은 바탕에 배쪽과 다리쪽 황색 무늬. 장모종,2020-05-12
종료(반환),경남-통영-2020-00167,개,포메라니안,연노랑색/크림색,수컷,아니오,"5년6개월령 성견,보호소 입소 경험(17.11.10)",2020-05-12
종료(자연사),경남-진주-2020-00148,개,믹스견,검정색+흰색,암컷,아니오,순함,2020-05-12
종료(입양),경북-예천-2020-00071,개,믹스견,갈색,수컷,미상,"갈색, 7개월령 추정",2020-05-12
종료(입양),경북-예천-2020-00070,개,믹스견,흰색,암컷,미상,"흰색, 7개월령 추정",2020-05-12
종료(자연사),경북-예천-2020-00069,개,믹스견,갈색,수컷,미상,"갈색, 7개월령 추정",2020-05-12
종료(안락사),경북-예천-2020-00068,개,믹스견,흰색+검정,암컷,미상,"어미개, 흰색+검정",2020-05-12
종료(입양),경북-칠곡-2020-00135,개,믹스견,연한갈색,암컷,아니오,절에서보호중신고,2020-05-12
종료(반환),경북-칠곡-2020-00134,개,말티즈,흰색,수컷,아니오,유기된지오래되어 털정리안됨,2020-05-12
종료(입양),경북-성주-2020-00200,개,믹스견,노란색,수컷,아니오,수컷2마리 함께발견,2020-05-12
종료(입양),경북-성주-2020-00197,개,믹스견,흰색,암컷,아니오,어미1마리 새끼 3마리 유기,2020-05-12
종료(입양),경북-성주-2020-00196,개,믹스견,흰색,암컷,아니오,어미1마리 새끼 3마리 유기,2020-05-12
보호중,경북-성주-2020-00195,개,믹스견,흰색,암컷,미상,어미1마리 새끼 3마리 유기,2020-05-12
보호중,경북-성주-2020-00194,개,믹스견,흰색,암컷,아니오,어미1마리 새끼 3마리 유기,2020-05-12
종료(안락사),경북-고령-2020-00095,개,믹스견,갈색,수컷,아니오,"갈색,믹스견 새나정 마을회관 근처에서 돌아다님",2020-05-12
종료(반환),경북-청도-2020-00164,개,믹스견,흰색,수컷,미상,영리하고 사람 잘따르는 편,2020-05-12
종료(자연사),경북-영덕-2020-00118,개,믹스견,얼룩,암컷,미상,기운이 없슴,2020-05-12
종료(반환),경북-경산-2020-00380,개,골든 리트리버,연갈색,수컷,아니오,백천동 이천도자기 부근에서 배회,2020-05-12
종료(입양),경북-경산-2020-00379,개,퍼그,"블랙마스크, 크림색",암컷,아니오,"블랙마스크 퍼그, 많이 마르고 대퇴부에 피부병이 심함",2020-05-12
종료(입양),경북-영천-2020-00074,개,믹스견,베이지,암컷,미상,순하지만 소심. 임시보호중,2020-05-12
종료(자연사),전남-완도-2020-00101,개,믹스견,갈색,암컷,아니오,온순한편임,2020-05-12
종료(안락사),전남-장성-2020-00154,개,믹스견,"갈색, 검은색",암컷,아니오,구조 시 탈수현상이 있는 상황,2020-05-12
종료(입양),전남-무안-2020-00197,개,믹스견,흰색,수컷,아니오,경계함,2020-05-12
종료(자연사),전남-무안-2020-00193,개,믹스견,흰색,수컷,아니오,순함,2020-05-12
종료(안락사),전남-무안-2020-00192,개,믹스견,흰색,암컷,아니오,순함,2020-05-12
종료(입양),전남-무안-2020-00191,개,믹스견,흰색,수컷,아니오,경계심함,2020-05-12
종료(안락사),전남-무안-2020-00190,개,믹스견,황색,수컷,아니오,경계심함,2020-05-12
종료(안락사),전남-무안-2020-00189,개,믹스견,검정,암컷,아니오,경계함,2020-05-12
종료(반환),전남-무안-2020-00188,개,말티즈,흰색,암컷,아니오,순함,2020-05-12
종료(안락사),전남-고흥-2020-00210,개,믹스견,어두운 회색,수컷,아니오,발목부상,2020-05-12
종료(입양),전남-순천-2020-00200,개,믹스견,황색,수컷,아니오,"종합백신,레볼루션,코로나장염예방,",2020-05-12
종료(입양),전남-순천-2020-00199,개,믹스견,"검정,흰색",수컷,아니오,"종합백신,레볼루션,코로나장염예방,",2020-05-12
종료(입양),전북-군산-2020-00679,개,믹스견,옅은베이지/하얀,수컷,아니오,노인성질환으로 상태 매우 안 좋음,2020-05-12
종료(입양),전북-전주-2020-00670,개,믹스견,흰색,수컷,아니오,폐건물안에 있었음,2020-05-12
종료(입양),전북-전주-2020-00669,개,믹스견,흰색,수컷,아니오,폐건물안에 있었음,2020-05-12
종료(입양),충남-당진-2020-00324,개,믹스견,"흰,노",암컷,미상,"3개월,순함",2020-05-12
종료(입양),충남-당진-2020-00323,개,믹스견,"흰,갈,검",수컷,미상,"3개월,순함,입양대기중",2020-05-12
종료(안락사),충남-당진-2020-00322,개,믹스견,"갈,검",암컷,미상,"빨간색 목줄 착용,순함",2020-05-12
종료(안락사),충남-홍성-2020-00255,개,믹스견,흰갈색,수컷,미상,눈주위 갈색 믹스견,2020-05-12
종료(안락사),충남-홍성-2020-00254,개,믹스견,흰색,암컷,미상,흰색 믹스견,2020-05-12
종료(안락사),충남-서천-2020-00092,개,믹스견,"흰,갈색",미상,미상,.,2020-05-12
종료(입양),충남-서천-2020-00091,개,믹스견,흰색,암컷,미상,.,2020-05-12
종료(안락사),충남-서천-2020-00090,개,믹스견,"흰,갈색",암컷,미상,.,2020-05-12
종료(반환),충남-서산-2020-00302,개,푸들,갈색,암컷,미상,온순함,2020-05-12
종료(안락사),충남-공주-2020-00187,개,믹스견,흰색,암컷,아니오,"사름을 잘 따름,심장사상충감염,진드기",2020-05-12
종료(입양),충남-당진-2020-00324,개,믹스견,"흰,노",암컷,미상,"3개월,순함",2020-05-12
종료(입양),충남-당진-2020-00323,개,믹스견,"흰,갈,검",수컷,미상,"3개월,순함,입양대기중",2020-05-12
종료(안락사),충남-당진-2020-00322,개,믹스견,"갈,검",암컷,미상,"빨간색 목줄 착용,순함",2020-05-12
종료(안락사),충남-홍성-2020-00255,개,믹스견,흰갈색,수컷,미상,눈주위 갈색 믹스견,2020-05-12
종료(안락사),충남-홍성-2020-00254,개,믹스견,흰색,암컷,미상,흰색 믹스견,2020-05-12
종료(안락사),충남-서천-2020-00092,개,믹스견,"흰,갈색",미상,미상,.,2020-05-12
종료(입양),충남-서천-2020-00091,개,믹스견,흰색,암컷,미상,.,2020-05-12
종료(안락사),충남-서천-2020-00090,개,믹스견,"흰,갈색",암컷,미상,.,2020-05-12
종료(반환),충남-서산-2020-00302,개,푸들,갈색,암컷,미상,온순함,2020-05-12
종료(안락사),충남-공주-2020-00187,개,믹스견,흰색,암컷,아니오,"사름을 잘 따름,심장사상충감염,진드기",2020-05-12
종료(자연사),충북-청주-2020-00685,개,믹스견,"흰색,연갈색 믹스",암컷,미상,"교통사고 상태, 이송중 폐사, 8~9개월령 추정, 귀 갈색, 얼굴 눈주위 연한 갈색 털",2020-05-12
종료(반환),충북-청주-2020-00678,개,말티즈,흰색,수컷,아니오,엄마가 애타게 찾더라 바로 데리러 오신데 좀만 기다리자,2020-05-12
종료(자연사),충북-청주-2020-00674,개,믹스견,흰색,수컷,미상,소복한 털에 빨간코가 귀여운 아이. 겁을 먹어서 약간 예민해요.,2020-05-12
종료(반환),충북-청주-2020-00673,개,말티즈,흰색,암컷,예,새하얀 귀염둥이. 주인분께 바로 반환되었어요.,2020-05-12
종료(반환),충북-제천-2020-00140,개,믹스견,흰색,수컷,미상,왼쪽눈 피부질환,2020-05-12
종료(입양),충북-제천-2020-00139,개,푸들,갈색,암컷,미상,온순함,2020-05-12
종료(입양),충북-제천-2020-00138,개,시츄,갈색 흰색,수컷,미상,온순함,2020-05-12
종료(입양),충북-충주-2020-00210,개,믹스견,갈색,암컷,미상,"겁이많고 순함, 사상충음성",2020-05-12
종료(입양),충북-충주-2020-00209,개,믹스견,갈색,수컷,아니오,"204번의 새끼 205,206,207,208 과 같이 구조 겁이많음",2020-05-12
종료(입양),충북-충주-2020-00208,개,믹스견,갈색,암컷,아니오,"204번의 새끼 205,206,207,209와 같이 구조 겁이많음",2020-05-12
종료(입양),충북-충주-2020-00207,개,믹스견,갈색,암컷,아니오,"204번의 새끼 205,206,208,209와 같이 구조 겁이많음",2020-05-12
종료(입양),충북-충주-2020-00206,개,믹스견,흰색,암컷,아니오,"204번의 새끼 205,207,208,209와 같이 구조 겁이많음",2020-05-12
종료(입양),충북-충주-2020-00205,개,믹스견,흰색,암컷,아니오,"204번의 새끼 206,207,208,209와 같이 구조 겁이많음",2020-05-12
종료(안락사),충북-충주-2020-00204,개,믹스견,흰색,암컷,아니오,"205,206,207,208,209의 어미, 같이구조됨, 겁조금있음, 사상충양성",2020-05-12
종료(자연사),충북-충주-2020-00203,개,믹스견,흰검,암컷,아니오,"201,202 와 함께 구조됨, 한마리 파보양성으로인한 개별케어, 겁이많음",2020-05-12
종료(안락사),충북-충주-2020-00202,개,믹스견,흰검,암컷,아니오,"201,203과 함께 구조됨, 한마리 파보양성으로인한 개별케어, 겁이많음",2020-05-12
종료(안락사),충북-충주-2020-00201,개,믹스견,흰검,수컷,아니오,"202,203과 함께 구조됨, 한마리 파보양성으로인한 개별케어, 겁이많음",2020-05-12
종료(입양),강원-양구-2020-00013,개,믹스견,검/흰,수컷,아니오,사람을 좋아함,2020-05-12
종료(입양),강원-양구-2020-00012,개,믹스견,흰/검/갈,수컷,미상,사람을 잘따르고 얌전함,2020-05-12
종료(반환),강원-홍천-2020-00066,개,믹스견,노랑색 얼룩,암컷,아니오,없음,2020-05-12
종료(안락사),강원-동해-2020-00103,개,믹스견,검정색,암컷,아니오,상태양호,2020-05-12
종료(자연사),강원-춘천-2020-00227,개,진도견,흰색,암컷,미상,"흰색, 유방암있음, 성격 온순.",2020-05-12
종료(입양),강원-춘천-2020-00226,개,푸들,흰색,수컷,미상,"흰색, 성격 온순.",2020-05-12
종료(입양),경기-광주-2020-00320,개,믹스견,갈색,수컷,아니오,"5-47, 2개월령 강아지, 곰돌이 같이 동글동글하고 활발함",2020-05-12
종료(안락사),경기-광주-2020-00319,개,믹스견,갈색,암컷,아니오,"5-46, 칩없음, 경계가 심함",2020-05-12
종료(입양),경기-화성-2020-00959,개,시츄,황백색,수컷,아니오,순함,2020-05-12
종료(안락사),경기-양평-2020-00183,개,믹스견,흰색,암컷,미상,겁이많으나 순한편임.,2020-05-12
종료(입양),경기-가평-2020-00079,개,믹스견,검갈,암컷,아니오,"미사리 마을 및 주변 배회, 경계심 강함, 목걸이/목줄 X",2020-05-12
종료(입양),경기-가평-2020-00078,개,믹스견,갈색,암컷,아니오,"미사리 마을 및 주변 배회, 경계심 강함, 목걸이/목줄 X",2020-05-12
종료(입양),경기-가평-2020-00077,개,믹스견,검정,암컷,아니오,"미사리 마을 및 주변 배회, 경계심 강함, 목걸이/목줄 X",2020-05-12
종료(반환),경기-가평-2020-00076,개,믹스견,검갈,수컷,미상,"도로변 주변 배회, 발견 당시 목걸이/목줄 X",2020-05-12
종료(입양),경기-파주-2020-00261,개,불독,흰색,암컷,아니오,"생리중, 밤색 목중착용 순함",2020-05-12
종료(자연사),경기-파주-2020-00260,개,믹스견,검정,수컷,아니오,2~3개월령 추정 쓰러진 상태 가쁜호흡,2020-05-12
종료(입양),경기-파주-2020-00259,개,믹스견,연한 갈색,암컷,아니오,성격온순 장기간 방치로 영양상태 불량 진드기 감염,2020-05-12
종료(반환),경기-용인-2020-00278,개,도사,"갈색,검은색",암컷,미상,"마취되어 입소, 적응이 필요한 아이",2020-05-12
종료(반환),경기-용인-2020-00277,개,도사,"갈색,검은색",수컷,아니오,"마취되어 입소, 적응이 필요한 아이",2020-05-12
종료(기증),경기-용인-2020-00276,개,믹스견,흰색,수컷,아니오,활발한 아이,2020-05-12
종료(자연사),경기-하남-2020-00234,개,믹스견,갈색,수컷,아니오,3개월 얘기,2020-05-12
종료(안락사),경기-하남-2020-00233,개,믹스견,노랑,수컷,아니오,유기,2020-05-12
종료(반환),경기-군포-2020-00150,개,믹스견,검정/갈색,암컷,아니오,시바믹스,2020-05-12
종료(기증),경기-시흥-2020-00276,개,푸들,갈,암컷,미상,칩있으나 연락안됨. 이름 달이.,2020-05-12
종료(입양),경기-오산-2020-00143,개,요크셔 테리어,회색및갈색,수컷,아니오,연두색목줄과 피부병,2020-05-12
종료(반환),경기-오산-2020-00142,개,믹스견,갈색,수컷,아니오,빨간색철물점목줄착용,2020-05-12
종료(입양),경기-남양주-2020-00725,개,믹스견,청학리,수컷,아니오,들개로 사람을 피하고 조용함,2020-05-12
종료(입양),경기-남양주-2020-00724,개,믹스견,흰색,수컷,아니오,들개로 사람을 피하고 조용함,2020-05-12
종료(입양),경기-고양-2020-00465,개,믹스견,"흰색,황색",암컷,아니오,미용되어있음.,2020-05-12
종료(반환),경기-안산-2020-00511,개,믹스견,흑갈백,암컷,미상,백내장,2020-05-12
종료(입양),경기-평택-2020-00935,개,믹스견,검정,수컷,아니오,1개월추정,2020-05-12
종료(입양),경기-평택-2020-00934,개,믹스견,기타,수컷,아니오,1개월추정,2020-05-12
종료(반환),경기-평택-2020-00933,개,믹스견,기타,수컷,아니오,양호,2020-05-12
종료(입양),경기-평택-2020-00932,개,믹스견,갈색,암컷,아니오,1개월추정,2020-05-12
종료(입양),경기-평택-2020-00931,개,믹스견,갈색,암컷,아니오,1개월추정,2020-05-12
종료(입양),경기-평택-2020-00930,개,믹스견,검정,암컷,아니오,순함,2020-05-12
종료(입양),경기-평택-2020-00929,개,믹스견,흰색,수컷,아니오,순함,2020-05-12
종료(입양),경기-평택-2020-00928,개,웰시 코기 펨브로크,기타,암컷,아니오,심장사상충있음,2020-05-12
종료(자연사),경기-평택-2020-00927,개,믹스견,갈색,수컷,아니오,탈수,2020-05-12
종료(입양),경기-부천-2020-00330,개,시베리안 허스키,흰검,암컷,미상,탈모증 심함. 겁 많으나 사람 잘 따름.,2020-05-12
종료(반환),경기-성남-2020-00308,개,닥스훈트,백갈,수컷,아니오,"중성화 안됨, 송곳니 치석 심함.",2020-05-12
종료(자연사),경기-성남-2020-00307,개,진도견,백색,암컷,미상,코마로 상태 매우 나쁨.,2020-05-12
종료(자연사),경기-성남-2020-00306,개,믹스견,흑색,암컷,미상,"진드기, 5개월 추정.",2020-05-12
종료(자연사),광주-서구-2020-00175,개,믹스견,흰,암컷,아니오,20-0677 광천 / 피부병,2020-05-12
종료(입양),광주-서구-2020-00174,개,푸들,갈,수컷,예,20-0676 퍼플 / 순함,2020-05-12
종료(반환),광주-서구-2020-00173,개,믹스견,황,암컷,미상,"20-0675 체크 / 황구 자견, 순함, 분홍색 체크무늬 목줄",2020-05-12
종료(반환),광주-서구-2020-00172,개,골든 리트리버,검,암컷,미상,"20-0674 아랍 / 순함, 가죽목줄&체인목걸이 착용",2020-05-12
종료(입양),광주-서구-2020-00171,개,웰시 코기 카디건,"흰,갈",수컷,아니오,20-0673 솔찬 / 순함,2020-05-12
종료(반환),광주-서구-2020-00170,개,푸들,흰,수컷,예,"20-0672 레오/나이미상, 옷착용, 미용,순함",2020-05-12
종료(반환),광주-서구-2020-00169,개,프렌치 불독,"흰,검",수컷,예,20-0671 구조자 임시보호,2020-05-12
종료(반환),광주-동구-2020-00123,개,폼피츠,흰,수컷,미상,20-0683 사월,2020-05-12
종료(입양),광주-동구-2020-00119,개,푸들,갈,암컷,미상,20-0678 뭉탱 / 털엉킴 심함,2020-05-12
종료(안락사),대구-달성-2020-00283,개,믹스견,갈색,수컷,아니오,빨간색 목줄을 하고 있음. 순함.,2020-05-12
종료(자연사),광주-서구-2020-00175,개,믹스견,흰,암컷,아니오,20-0677 광천 / 피부병,2020-05-12
종료(입양),광주-서구-2020-00174,개,푸들,갈,수컷,예,20-0676 퍼플 / 순함,2020-05-12
종료(반환),광주-서구-2020-00173,개,믹스견,황,암컷,미상,"20-0675 체크 / 황구 자견, 순함, 분홍색 체크무늬 목줄",2020-05-12
종료(반환),광주-서구-2020-00172,개,골든 리트리버,검,암컷,미상,"20-0674 아랍 / 순함, 가죽목줄&체인목걸이 착용",2020-05-12
종료(입양),광주-서구-2020-00171,개,웰시 코기 카디건,"흰,갈",수컷,아니오,20-0673 솔찬 / 순함,2020-05-12
종료(반환),광주-서구-2020-00170,개,푸들,흰,수컷,예,"20-0672 레오/나이미상, 옷착용, 미용,순함",2020-05-12
종료(반환),광주-서구-2020-00169,개,프렌치 불독,"흰,검",수컷,예,20-0671 구조자 임시보호,2020-05-12
종료(반환),광주-동구-2020-00123,개,폼피츠,흰,수컷,미상,20-0683 사월,2020-05-12
종료(입양),광주-동구-2020-00119,개,푸들,갈,암컷,미상,20-0678 뭉탱 / 털엉킴 심함,2020-05-12
종료(안락사),대구-달성-2020-00283,개,믹스견,갈색,수컷,아니오,빨간색 목줄을 하고 있음. 순함.,2020-05-12
종료(입양),대구-중구-2020-00102,개,믹스견,황색,암컷,아니오,없음,2020-05-12
종료(반환),대구-중구-2020-00101,개,푸들,갈색,수컷,아니오,없음,2020-05-12
종료(반환),대구-중구-2020-00100,개,푸들,갈색,수컷,아니오,없음,2020-05-12
종료(자연사),부산-남구-2020-00146,개,믹스견,갈색+검정+흰색,암컷,미상,분홍색 목줄,2020-05-12
종료(반환),서울-관악-2020-00243,개,믹스견,검은색,수컷,아니오,"목줄착용,산에서발견,순함,칩없음",2020-05-12
종료(안락사),전남-나주-2020-00217,개,믹스견,흰색,수컷,미상,2개월령 믹스견,2020-05-11
종료(안락사),전북-장수-2020-00058,개,푸들,흰색,암컷,아니오,흰색을 띄고 털관리 되어 있어 보임,2020-05-11
종료(안락사),경북-김천-2020-00164,개,믹스견,흰색,암컷,아니오,"경계심 심함, 목줄에 위한 압박상처",2020-05-11
종료(자연사),전남-완도-2020-00107,개,믹스견,갈색,수컷,아니오,오랜들개생활로 사나움.,2020-05-11
종료(입양),경북-상주-2020-00190,개,믹스견,"갈,흰",암컷,아니오,"매우 순함,파보",2020-05-11
종료(입양),대구-중구-2020-00102,개,믹스견,황색,암컷,아니오,없음,2020-05-12
종료(반환),대구-중구-2020-00101,개,푸들,갈색,수컷,아니오,없음,2020-05-12
종료(반환),대구-중구-2020-00100,개,푸들,갈색,수컷,아니오,없음,2020-05-12
종료(자연사),부산-남구-2020-00146,개,믹스견,갈색+검정+흰색,암컷,미상,분홍색 목줄,2020-05-12
종료(반환),서울-관악-2020-00243,개,믹스견,검은색,수컷,아니오,"목줄착용,산에서발견,순함,칩없음",2020-05-12
종료(안락사),전남-나주-2020-00217,개,믹스견,흰색,수컷,미상,2개월령 믹스견,2020-05-11
종료(안락사),전북-장수-2020-00058,개,푸들,흰색,암컷,아니오,흰색을 띄고 털관리 되어 있어 보임,2020-05-11
종료(안락사),경북-김천-2020-00164,개,믹스견,흰색,암컷,아니오,"경계심 심함, 목줄에 위한 압박상처",2020-05-11
종료(자연사),전남-완도-2020-00107,개,믹스견,갈색,수컷,아니오,오랜들개생활로 사나움.,2020-05-11
종료(입양),경북-상주-2020-00190,개,믹스견,"갈,흰",암컷,아니오,"매우 순함,파보",2020-05-11
보호중,경북-상주-2020-00189,개,믹스견,흰,암컷,아니오,매우 순함,2020-05-11
보호중,경북-상주-2020-00188,개,믹스견,흰,암컷,아니오,진드기 심함,2020-05-11
종료(안락사),세종-세종-2020-00112,개,믹스견,크림,수컷,아니오,장모 믹스,2020-05-11
종료(안락사),전남-함평-2020-00119,개,믹스견,검정색,수컷,아니오,"믹스견, 검은색, 수컷, 1세, 6kg 추정",2020-05-11
종료(반환),경기-양주-2020-00238,개,믹스견,흰,수컷,아니오,양귀쫑긋/귀뒤로잘넘김.눈곱/눈물자국.코갈+진갈.진드기오염.몸곳곳털뭉침.사람따름.얌전함.,2020-05-11
종료(반환),경기-양주-2020-00239,개,믹스견,흰,수컷,예,얼굴털지저분.코진갈/콧등약간탈모.사람좋아함.활발함.칩있음.외이염.피부질환.,2020-05-11
종료(자연사),인천-중구-2020-00231,개,믹스견,검정,암컷,미상,들개무리중 하나로 포획됨.,2020-05-11
종료(입양),인천-중구-2020-00230,개,믹스견,흰,수컷,아니오,2개월령 추정,2020-05-11
종료(입양),경남-하동-2020-00121,개,믹스견,"갈색, 흰색",암컷,아니오,순함,2020-05-11
종료(반환),경남-창원2-2020-00201,개,믹스견,흰색+고동색,암컷,미상,"주황색 목줄 착용, 뒷다리 부상추측으로 병원 인계",2020-05-11
종료(반환),경남-창원2-2020-00200,개,포메라니안,검정+누런,수컷,미상,파란목줄+끈 착용,2020-05-11
종료(자연사),전남-여수-2020-00164,개,믹스견,흰색,암컷,미상,1개월,2020-05-11
