상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(안락사),경북-의성-2020-00116,개,믹스견,"흰색, 갈색",암컷,미상,다른 강아지와 함께 구조된 순한 강아지,2020-04-23
종료(자연사),경북-의성-2020-00115,개,믹스견,"흰색, 갈색",암컷,미상,"갈색 반점이 섞여있음, 다른 강아지와 함께 구조됨",2020-04-23
종료(자연사),경북-의성-2020-00114,개,믹스견,흰색,암컷,미상,작고 순한 강아지,2020-04-23
종료(입양),경남-밀양-2020-00627,개,믹스견,블랙화이트,수컷,미상,사나움,2020-04-23
종료(입양),경남-밀양-2020-00626,개,믹스견,블랙화이트,수컷,미상,사나움,2020-04-23
종료(안락사),경남-밀양-2020-00625,개,믹스견,파티,수컷,미상,사나움,2020-04-23
종료(안락사),경남-밀양-2020-00624,개,믹스견,파티,수컷,미상,사나움,2020-04-23
종료(안락사),경남-밀양-2020-00623,개,믹스견,갈색,암컷,미상,겁많은 아이,2020-04-23
종료(안락사),경남-밀양-2020-00622,개,믹스견,갈색,암컷,미상,겁많은 아이,2020-04-23
종료(안락사),경남-밀양-2020-00621,개,믹스견,갈색,암컷,미상,겁많은 아이,2020-04-23
종료(입양),경남-밀양-2020-00620,개,믹스견,화이트 블랙 점박이,수컷,미상,온순한 아이,2020-04-23
종료(자연사),경남-밀양-2020-00618,개,믹스견,화이트,수컷,미상,겁많은 아이,2020-04-23
종료(입양),경남-밀양-2020-00617,개,믹스견,화이트,수컷,미상,겁많은 아이,2020-04-23
종료(입양),인천-강화-2020-00225,개,비숑 프리제,흰색,수컷,아니오,털이 짧음,2020-04-23
종료(자연사),경남-사천-2020-00310,개,믹스견,흰색,암컷,아니오,흰색. 진도 체형,2020-04-23
종료(자연사),경남-사천-2020-00309,개,믹스견,흰색,수컷,아니오,4개월령 래브라도 리트리버 체형,2020-04-23
종료(자연사),경남-사천-2020-00308,개,믹스견,흰색,수컷,아니오,2개월령. 포메라이언 잡종처럼 보임.,2020-04-23
보호중,경북-안동-2020-00070,개,라이카,흰황갈색,암컷,예,"목테착용,보통체형,성향활발순함",2020-04-23
종료(입양),경남-하동-2020-00110,개,차우차우,갈색,암컷,미상,순함,2020-04-23
종료(반환),경남-창원2-2020-00178,개,웰시 코기 카디건,누런+흰색,수컷,미상,순함,2020-04-23
종료(안락사),경기-양주-2020-00220,개,믹스견,흰,암컷,미상,해진주황목줄/쇠사슬리드줄. 양귀쫑긋. 눈곱약간. 오른앞발 절뚝댐/상처. 겁있음/소심/사람따름/움찔댐.,2020-04-23
종료(입양),광주-동구-2020-00101,개,믹스견,흰,수컷,아니오,20-0553 쁘띠/ 경계,2020-04-23
종료(입양),서울-중랑-2020-00075,개,말티즈,흰,수컷,예,눈물자국. 코진갈색. 온순함. 눈치봄. 꼬리단미됨. 털상태 양호. 잠복고환. 오른슬개골 심함.,2020-04-23
종료(입양),경북-김천-2020-00148,개,비글,갈색+검정,수컷,아니오,순하고 친화적임,2020-04-23
종료(자연사),전남-완도-2020-00090,개,믹스견,흰색,암컷,아니오,목걸이 미착용,2020-04-23
종료(안락사),전남-해남-2020-00024,개,푸들,갈색,암컷,미상,사람을 경계하며 가까이 다가가면 위협함,2020-04-23
종료(안락사),충남-홍성-2020-00215,개,믹스견,흰색,암컷,미상,믹스견,2020-04-23
종료(안락사),충남-홍성-2020-00214,개,믹스견,검정,수컷,미상,믹스견,2020-04-23
종료(반환),경기-양주-2020-00217,개,시베리안 허스키,검/흰,수컷,아니오,눈곱약간. 코분홍+검정. 사람좋아함. 활발함. 살짝 낑낑댐. 꼬리단미안됨. 털상태 양호.,2020-04-23
종료(반환),경기-양주-2020-00216,개,웰시 코기 펨브로크,갈/검/흰,수컷,아니오,하늘색목줄/하늘색와이어리드줄.진드기오염.문열면뛰쳐나오려함.사람좋아함.활발함.낑낑댐.꼬리단미됨.,2020-04-23
종료(반환),대전-동구-2020-00204,개,페키니즈,갈색,암컷,미상,주인반환(반환확인서),2020-04-23
종료(반환),서울-강동-2020-00099,개,라브라도 리트리버,연갈,수컷,아니오,눈곱약간.콧등살짝상처.네다리/엉덩이/꼬리오물오염.살짝여윔.사람좋아함.활발함.낑낑댐/낑낑대다짖음.,2020-04-23
종료(반환),서울-마포-2020-00069,개,믹스견,"흰색,검정",수컷,아니오,어려보이고 잘생기고 귀여움,2020-04-23
종료(반환),서울-마포-2020-00068,개,스피츠,흰색,수컷,예,"꼬리 엉덩이에 인조잔디,조화 붙어있음",2020-04-23
종료(반환),서울-도봉-2020-00060,개,골든 리트리버,갈,수컷,아니오,검정 목줄. 눈물자국 약간. 코분홍+진갈. 하기싫은거나 싫은곳 만지면 경고/사람따름/얌전함.,2020-04-23
종료(안락사),제주-제주-2020-02230,개,믹스견,흰색,수컷,미상,"(개체관리번호2177)녹/빨목줄착용, 심장사상충",2020-04-23
종료(안락사),제주-제주-2020-02229,개,믹스견,흰색,수컷,아니오,(개체관리번호2176)생후5개월,2020-04-23
종료(입양),제주-제주-2020-02228,개,포인터,흰/갈,암컷,아니오,(개체관리번호2175)생후10개월,2020-04-23
종료(입양),제주-제주-2020-02227,개,믹스견,흰/갈/검,암컷,아니오,(개체관리번호2174)생후1개월,2020-04-23
종료(입양),제주-제주-2020-02226,개,믹스견,흰색,암컷,아니오,(개체관리번호2173)생후1개월,2020-04-23
종료(안락사),제주-제주-2020-02225,개,믹스견,흰/갈/검,수컷,아니오,(개체관리번호2172)생후1개월,2020-04-23
종료(안락사),제주-제주-2020-02224,개,믹스견,흰/갈/검,수컷,아니오,(개체관리번호2171)생후1개월,2020-04-23
종료(안락사),제주-제주-2020-02223,개,믹스견,흰색,수컷,아니오,(개체관리번호2170)생후1개월,2020-04-23
종료(자연사),제주-제주-2020-02222,개,믹스견,흰색,수컷,아니오,(개체관리번호2169)생후4개월,2020-04-23
종료(안락사),제주-제주-2020-02221,개,믹스견,흰색,암컷,아니오,(개체관리번호2168)생후10개월,2020-04-23
종료(자연사),제주-제주-2020-02220,개,믹스견,검/갈,수컷,미상,"(개체관리번호2167)낡은버클목줄착용, 심장사상충",2020-04-23
종료(자연사),제주-제주-2020-02219,개,믹스견,흰색,암컷,아니오,(개체관리번호2166)생후3개월,2020-04-23
종료(안락사),제주-제주-2020-02217,개,믹스견,갈색,암컷,아니오,(개체관리번호2164)생후2개월,2020-04-23
종료(안락사),제주-제주-2020-02216,개,믹스견,갈색,암컷,아니오,(개체관리번호2163)생후2개월,2020-04-23
종료(안락사),제주-제주-2020-02215,개,믹스견,갈색,암컷,아니오,(개체관리번호2162)생후5개월,2020-04-23
종료(안락사),제주-제주-2020-02214,개,믹스견,흰/갈,암컷,미상,(개체관리번호2161)경계심,2020-04-23
종료(안락사),제주-제주-2020-02212,개,믹스견,갈색,암컷,아니오,(개체관리번호2159)생후4개월,2020-04-23
종료(안락사),제주-제주-2020-02211,개,믹스견,갈색,암컷,아니오,(개체관리번호2158)생후4개월,2020-04-23
종료(안락사),제주-제주-2020-02210,개,믹스견,갈색,암컷,아니오,(개체관리번호2157)생후4개월,2020-04-23
종료(안락사),제주-제주-2020-02209,개,믹스견,흰색,수컷,미상,(개체관리번호2156)경계심,2020-04-23
종료(안락사),경남-창원1-2020-00273,개,믹스견,검정색+갈색,수컷,아니오,J-4-1-42 검정색+갈색. 목줄+끊어진 체인리드줄. 겁이 많음.,2020-04-23
종료(입양),경남-창원1-2020-00272,개,믹스견,연갈색+흰색,수컷,아니오,J-4-1-41 연갈색+흰색. 쫑긋한 귀.,2020-04-23
종료(자연사),경남-거제-2020-00395,개,믹스견,갈색,암컷,아니오,목괴사,2020-04-23
종료(자연사),경남-김해-2020-00585,개,믹스견,흰색,암컷,미상,570,2020-04-23
종료(자연사),경남-김해-2020-00584,개,믹스견,검갈,암컷,미상,569,2020-04-23
종료(자연사),경남-김해-2020-00583,개,믹스견,갈색,수컷,미상,568,2020-04-23
종료(자연사),경남-김해-2020-00582,개,믹스견,검갈,암컷,미상,567,2020-04-23
종료(자연사),경남-김해-2020-00581,개,믹스견,검갈,암컷,미상,566,2020-04-23
종료(자연사),경남-김해-2020-00580,개,믹스견,흰색,암컷,미상,"565,",2020-04-23
종료(자연사),경남-김해-2020-00579,개,믹스견,흰색,암컷,미상,564,2020-04-23
종료(자연사),경남-김해-2020-00578,개,믹스견,흰갈,암컷,미상,563,2020-04-23
종료(안락사),경북-청도-2020-00151,개,믹스견,크림색,수컷,미상,순한편,2020-04-23
종료(안락사),경북-청도-2020-00150,개,믹스견,"흰색,황색",암컷,미상,사나운편,2020-04-23
종료(안락사),경북-청도-2020-00149,개,믹스견,갈색,수컷,미상,영리한편,2020-04-23
종료(안락사),경북-청도-2020-00148,개,믹스견,연갈색,수컷,미상,순한편,2020-04-23
종료(안락사),경북-경주-2020-00382,개,믹스견,연브라운,암컷,미상,8개월령,2020-04-23
종료(안락사),전남-영암-2020-00165,개,믹스견,황색&흰색,수컷,아니오,"대체적으로 건강하며, 사람과의 사회성이 좋은 편이다.",2020-04-23
종료(안락사),전남-영암-2020-00164,개,믹스견,황색&흰색,암컷,아니오,"대체적으로 건강하며, 사람과의 관계가 좋은 편이다.",2020-04-23
종료(안락사),전남-영암-2020-00163,개,믹스견,블랙&화이트,수컷,아니오,"대체적으로 건강하며, 사람을 많이 경계함.",2020-04-23
종료(안락사),전남-영암-2020-00162,개,믹스견,흰색,암컷,아니오,"대체적으로 건강하며, 특히 짖음이 심함.",2020-04-23
종료(안락사),전남-영암-2020-00161,개,믹스견,블랙&화이트,암컷,아니오,유기된 개를 비정상적 관리로 마을에 민원 발생하여 구조하게 됨,2020-04-23
종료(입양),전북-부안-2020-00127,개,믹스견,검정색,암컷,미상,"전체적으로 검정색이나 입, 발은 하얀색, 2세 암컷 믹스견",2020-04-23
종료(입양),전북-부안-2020-00126,개,믹스견,"검정, 흰색",암컷,미상,"바둑무늬 믹스견, 2세 암컷",2020-04-23
종료(안락사),전북-남원-2020-00221,개,믹스견,흰색,수컷,아니오,앞다리 교통사고,2020-04-23
종료(입양),전북-익산-2020-00472,개,진도견,흰색,암컷,아니오,생후50일정도 순하고잘생겼음,2020-04-23
종료(입양),전북-익산-2020-00471,개,진도견,흰색,암컷,아니오,생후50일정도 아주순하고잘생겼음,2020-04-23
종료(입양),전북-익산-2020-00470,개,진도견,흰색,수컷,아니오,생후50일정도 아주순하고잘생김,2020-04-23
종료(입양),전북-익산-2020-00469,개,진도견,흰색,수컷,아니오,생후50일정도 아주순하고잘생김,2020-04-23
종료(반환),전북-익산-2020-00468,개,진도견,흰색,수컷,아니오,차량에치여 많이다처있음,2020-04-23
종료(입양),전북-군산-2020-00582,개,믹스견,화이트,암컷,아니오,심한설사와 구토증상,2020-04-23
종료(반환),전북-군산-2020-00581,개,닥스훈트,검정,암컷,아니오,도로를 횡단하고 다님,2020-04-23
종료(안락사),충남-서산-2020-00267,개,믹스견,검정,암컷,미상,"중모, 가슴부분과 꼬리부분 약갼 흰색",2020-04-23
종료(안락사),경기-연천-2020-00205,개,믹스견,갈/연갈,수컷,아니오,양귀앞으로 쫑긋. 코검정. 겁많음. 만지면 소리지름. 꼬리단미안됨. 털상태 양호.,2020-04-23
종료(안락사),경기-김포-2020-00245,개,믹스견,갈/검/흰,수컷,아니오,파란목줄. 양귀쫑긋. 코검정. 사람좋아함. 활발함. 낑낑댐. 꼬리단미안됨. 털상태 양호.,2020-04-23
종료(안락사),경기-고양-2020-00401,개,진도견,베이지색,미상,미상,부상견,2020-04-23
종료(반환),인천-연수-2020-00086,개,푸들,갈,수컷,예,전신미용/겁이많고 엄살심함,2020-04-23
종료(반환),인천-미추홀-2020-00185,개,말티즈,흰,수컷,아니오,기저귀착용/혀나와있음/온순함,2020-04-23
종료(안락사),부산-북구-2020-00126,개,믹스견,"갈,흰,검",수컷,아니오,"허약,부정교합",2020-04-23
종료(입양),부산-서구-2020-00112,개,믹스견,"검은색, 발끝 부분 흰색",암컷,아니오,1차 예방접종 실시,2020-04-23
종료(자연사),서울-송파-2020-00067,개,말티즈,흰,수컷,예,백내장. 이빨없음/혀나와있음. 네발변색. 온순함. 얌전함. 꼬리단미 안됨. 털상태 양호. 피부질환.,2020-04-23
종료(입양),서울-관악-2020-00189,개,비숑 프리제,흰색,수컷,아니오,"미용한상태,잠복고환,피부염,칩없음",2020-04-23
종료(반환),서울-금천-2020-00045,개,믹스견,갈/흰,수컷,아니오,강아지그림주황목줄/검+흰줄무늬옷. 온몸미용흔적. 샴푸냄새. 온순함. 얌전함. 꼬리단미안됨. 털상태양호.,2020-04-23
종료(입양),서울-성북-2020-00046,개,말티즈,흰,수컷,아니오,남색 천목줄. 말티즈+푸들 혼종 추정. 온몸털때탐. 온순함. 얌전함. 꼬리단미안됨. 털때탐. 피부질환.,2020-04-23
종료(입양),서울-동대문-2020-00067,개,시츄,갈/흰,암컷,미상,색바랜 하네스. 얼굴쪽 미용흔적. 눈곱심함. 온순함. 얌전함. 꼬리단미안됨. 털때탐. 부정교합.,2020-04-23
종료(반환),경남-하동-2020-00108,개,시바,"갈색, 흰색",수컷,아니오,"시바믹스견, 순함",2020-04-23
종료(반환),인천-연수-2020-00086,개,푸들,갈,수컷,예,전신미용/겁이많고 엄살심함,2020-04-23
종료(반환),인천-미추홀-2020-00185,개,말티즈,흰,수컷,아니오,기저귀착용/혀나와있음/온순함,2020-04-23
종료(안락사),부산-북구-2020-00126,개,믹스견,"갈,흰,검",수컷,아니오,"허약,부정교합",2020-04-23
종료(입양),부산-서구-2020-00112,개,믹스견,"검은색, 발끝 부분 흰색",암컷,아니오,1차 예방접종 실시,2020-04-23
종료(자연사),서울-송파-2020-00067,개,말티즈,흰,수컷,예,백내장. 이빨없음/혀나와있음. 네발변색. 온순함. 얌전함. 꼬리단미 안됨. 털상태 양호. 피부질환.,2020-04-23
종료(입양),서울-관악-2020-00189,개,비숑 프리제,흰색,수컷,아니오,"미용한상태,잠복고환,피부염,칩없음",2020-04-23
종료(반환),서울-금천-2020-00045,개,믹스견,갈/흰,수컷,아니오,강아지그림주황목줄/검+흰줄무늬옷. 온몸미용흔적. 샴푸냄새. 온순함. 얌전함. 꼬리단미안됨. 털상태양호.,2020-04-23
종료(입양),서울-성북-2020-00046,개,말티즈,흰,수컷,아니오,남색 천목줄. 말티즈+푸들 혼종 추정. 온몸털때탐. 온순함. 얌전함. 꼬리단미안됨. 털때탐. 피부질환.,2020-04-23
종료(입양),서울-동대문-2020-00067,개,시츄,갈/흰,암컷,미상,색바랜 하네스. 얼굴쪽 미용흔적. 눈곱심함. 온순함. 얌전함. 꼬리단미안됨. 털때탐. 부정교합.,2020-04-23
종료(반환),경남-하동-2020-00108,개,시바,"갈색, 흰색",수컷,아니오,"시바믹스견, 순함",2020-04-23
종료(안락사),경남-거제-2020-00393,개,믹스견,"흰색,검정,갈색",수컷,예,목줄착용.약간 경계,2020-04-23
종료(자연사),경남-거제-2020-00392,개,믹스견,흰색,암컷,아니오,경계심함,2020-04-23
종료(안락사),경남-거제-2020-00391,개,믹스견,갈색,암컷,아니오,경계심함.포획틀잡힘,2020-04-23
종료(자연사),경남-거제-2020-00385,개,믹스견,"흰색,연갈색",암컷,아니오,2마리 같이 입소,2020-04-23
종료(자연사),경남-거제-2020-00383,개,믹스견,"흰색,연갈색",암컷,아니오,2마리 같이 입소,2020-04-23
종료(반환),경남-통영-2020-00153,개,믹스견,오렌지색/흰색,암컷,아니오,"분홍 속옷/진갈색 패딩옷 착용,예민함",2020-04-23
종료(안락사),경북-울진-2020-00212,개,믹스견,갈백색혼합,암컷,아니오,"갈백색혼합 믹스견, 1세령 추정",2020-04-23
종료(입양),경북-예천-2020-00064,개,믹스견,흰색+갈색,수컷,미상,"5개월령, 얼굴부분 검정",2020-04-23
종료(입양),경북-예천-2020-00063,개,믹스견,흰색+갈색,수컷,미상,5개월령 추정,2020-04-23
종료(입양),경북-예천-2020-00062,개,믹스견,갈색,수컷,미상,5개월령 추정,2020-04-23
종료(입양),경북-예천-2020-00061,개,믹스견,검정,수컷,아니오,5개월령 추정,2020-04-23
종료(입양),경북-예천-2020-00060,개,믹스견,검정,수컷,미상,5개월령 추정,2020-04-23
종료(반환),경북-칠곡-2020-00115,개,치와와,"검은색,가슴흰색",수컷,아니오,"장모치와와,신동리 차길중앙에방치",2020-04-23
종료(안락사),경북-영덕-2020-00107,개,믹스견,황색,수컷,미상,기운이 없슴,2020-04-23
종료(안락사),경북-청송-2020-00066,개,믹스견,흰색,수컷,아니오,온순함,2020-04-23
종료(안락사),경북-청송-2020-00065,개,믹스견,흰색,암컷,아니오,온순함,2020-04-23
종료(반환),경북-경산-2020-00314,개,믹스견,"흰색, 크림색",암컷,아니오,우측후지 부상으로 거동이 불편해함,2020-04-23
종료(입양),경북-경산-2020-00313,개,믹스견,검정,암컷,아니오,"생후 7일추정, 어미와 같이 구조",2020-04-23
종료(자연사),경북-경산-2020-00312,개,믹스견,검정,수컷,아니오,"생후 7일추정, 어미와 같이 구조 (5월 15일 아이 사진 갱신)",2020-04-23
종료(자연사),경북-경산-2020-00311,개,믹스견,검정,수컷,아니오,"생후 7일추정, 어미와 같이 구조 (5월15일 아이 사진 갱신)",2020-04-23
종료(자연사),경북-경산-2020-00310,개,믹스견,연갈색,수컷,아니오,"생후 7일추정, 어미와 같이 구조 (5월 15일 아이 사진 갱신)",2020-04-23
종료(입양),경북-경산-2020-00309,개,믹스견,연갈색,암컷,아니오,"생후 7일추정, 어미와 같이 구조",2020-04-23
종료(입양),경북-경산-2020-00308,개,믹스견,검정,암컷,아니오,"생후 18개월 추정, 출산한지 7일 추정, 새끼와 같이 구조",2020-04-23
종료(입양),경북-경산-2020-00307,개,믹스견,흰색,수컷,아니오,"생후 45일 추정, 귀여워요",2020-04-23
종료(입양),경북-경산-2020-00306,개,믹스견,흰색,수컷,미상,"생후 45일 추정, 귀여워요",2020-04-23
종료(입양),경북-경산-2020-00305,개,믹스견,"크림색, 흰색",암컷,아니오,"생후 45일 추정, 크림색, 귀여워요",2020-04-23
종료(입양),경북-경산-2020-00304,개,믹스견,"크림색, 흰색",암컷,아니오,"생후 45일 추정, 크림색",2020-04-23
종료(자연사),경북-경산-2020-00303,개,믹스견,흰색,암컷,아니오,생후 45일 추정,2020-04-23
종료(입양),경북-영천-2020-00060,개,이탈리안 그레이 하운드,회색,수컷,아니오,활발. 파란색 목걸이 착용,2020-04-23
종료(자연사),경북-영천-2020-00059,개,믹스견,베이지,수컷,아니오,교통사고,2020-04-23
보호중,경북-영천-2020-00058,개,믹스견,검정,암컷,아니오,소심,2020-04-23
종료(반환),경북-포항-2020-00342,개,믹스견,백,암컷,아니오,"털이 심하게 엉키고 상태가 안좋음,피부문제있음 눈상태안좋음",2020-04-23
보호중,경북-포항-2020-00340,개,슈나우져,백 회색,암컷,미상,"미용전엔 지저분하였음, 피부 각질 약간, 아주 온순하며 약간 소심함, 애정어린 손길이 필요한 타입",2020-04-23
종료(입양),경북-포항-2020-00339,개,믹스견,아이보리,암컷,아니오,"꼬리짧음,임보입양감",2020-04-23
종료(입양),경북-포항-2020-00338,개,말티즈,백,수컷,아니오,"유치있음,(추정)병원인근애견샵에 유기문의했었음 그후 병원앞에서 발견,사람좋아하며 활발함",2020-04-23
종료(입양),전남-무안-2020-00157,개,믹스견,흰색&갈색,암컷,아니오,2개월령,2020-04-23
종료(입양),전남-무안-2020-00156,개,믹스견,흰색&갈색,암컷,아니오,2개월령,2020-04-23
종료(입양),전남-화순-2020-00245,개,믹스견,갈색,수컷,아니오,,2020-04-23
종료(입양),전남-여수-2020-00147,개,포메라니안,흰색,수컷,아니오,초록색 목띠 착용,2020-04-23
종료(입양),전북-순창-2020-00054,개,믹스견,검은색 얼룩무늬,암컷,미상,사나움.,2020-04-23
종료(안락사),전북-순창-2020-00055,개,믹스견,검정색,수컷,미상,털이 덥수룩함.,2020-04-23
종료(자연사),전북-완주-2020-00156,개,믹스견,검갈,암컷,아니오,진드기 많음,2020-04-23
종료(자연사),전북-완주-2020-00155,개,믹스견,흰검,수컷,아니오,진드기 많음,2020-04-23
종료(입양),전북-김제-2020-00145,개,믹스견,갈색,수컷,아니오,순하다,2020-04-23
종료(입양),전북-남원-2020-00212,개,믹스견,흰색,암컷,아니오,사진참조,2020-04-23
종료(입양),전북-남원-2020-00213,개,믹스견,흰색,수컷,아니오,사진참조,2020-04-23
종료(입양),전북-남원-2020-00214,개,믹스견,흰색,암컷,아니오,사진참조,2020-04-23
종료(안락사),전북-남원-2020-00215,개,믹스견,흰색,수컷,아니오,사진참조,2020-04-23
종료(자연사),전북-정읍-2020-00214,개,믹스,검,암컷,아니오,온순,2020-04-23
종료(안락사),전북-정읍-2020-00213,개,믹스,검,암컷,아니오,온순,2020-04-23
종료(안락사),전북-정읍-2020-00212,개,믹스,갈,암컷,아니오,온순,2020-04-23
종료(안락사),전북-정읍-2020-00211,개,믹스,갈,암컷,아니오,온순,2020-04-23
종료(안락사),전북-정읍-2020-00210,개,믹스,갈,수컷,아니오,온순,2020-04-23
종료(입양),전북-정읍-2020-00209,개,믹스,갈,수컷,아니오,온순,2020-04-23
종료(자연사),전북-정읍-2020-00208,개,믹스,흰,암컷,아니오,온순,2020-04-23
종료(입양),전북-정읍-2020-00207,개,믹스,흰,암컷,아니오,온순,2020-04-23
종료(안락사),전북-정읍-2020-00206,개,믹스,검,암컷,아니오,온순,2020-04-23
종료(자연사),전북-정읍-2020-00205,개,믹스,갈 흰,암컷,아니오,온순,2020-04-23
종료(입양),전북-군산-2020-00579,개,포메라니안,화이트,암컷,아니오,특징없음,2020-04-23
보호중,전북-군산-2020-00578,개,믹스견,흰색,암컷,아니오,심한설사와 구토 탈수심함,2020-04-23
종료(입양),전북-군산-2020-00577,개,말티즈,화이트,암컷,아니오,금동소방서앞 대로변에서 구조,2020-04-23
종료(입양),전북-전주-2020-00535,개,믹스견,흰색갈색,수컷,아니오,마취포획,2020-04-23
종료(자연사),전북-전주-2020-00534,개,말티즈,흰색,수컷,예,회색에 갈색 점박힌 옷 착용,2020-04-23
종료(입양),전북-전주-2020-00533,개,요크셔 테리어,검정골드,암컷,아니오,요크셔테리어믹스형,2020-04-23
종료(안락사),충남-부여-2020-00127,개,믹스견,흰색,암컷,아니오,중독이 의심되는 구토와 무기력,2020-04-23
종료(반환),충남-아산-2020-00352,개,그레이 하운드,흰&갈색,수컷,아니오,666호(관리) 352호(공고) 사람을 잘 따르고 착함,2020-04-23
종료(입양),충북-진천-2020-00081,개,푸들,갈색,암컷,미상,"온순,꼬리단미",2020-04-23
종료(안락사),충북-진천-2020-00080,개,믹스견,흰색,미상,미상,"온순,겁이많음",2020-04-23
종료(안락사),충북-옥천-2020-00133,개,시츄,갈색/흰색,암컷,아니오,[관리번호 132] 빨간색 목줄을 한 채로 발견&#46092;,2020-04-23
종료(안락사),충북-옥천-2020-00130,개,라브라도 리트리버,흰색,암컷,아니오,[관리번호 129] 성격이 순함,2020-04-23
종료(안락사),충북-옥천-2020-00129,개,불독,갈색/흰색,수컷,아니오,[관리번호 128] 사람을 잘 따름,2020-04-23
종료(안락사),충북-옥천-2020-00128,개,믹스견,흰색,수컷,아니오,[관리번호 127] 밭작물 피해로 다수 신고된 개,2020-04-23
종료(반환),충북-충주-2020-00172,개,믹스견,흰갈,수컷,아니오,순하고얌전함 양뒷발끝에 옴진드기 사상충음성,2020-04-23
종료(반환),강원-양양-2020-00091,개,스탠다드 푸들,검정,암컷,미상,"온순함,체인형목줄착용.",2020-04-23
종료(안락사),강원-고성-2020-00082,개,믹스견,검은색,암컷,미상,가슴쪽에 하얀털,2020-04-23
종료(안락사),강원-정선-2020-00121,개,믹스견,흰색,수컷,아니오,특이사항 없음,2020-04-23
종료(안락사),강원-정선-2020-00120,개,믹스견,흰색,암컷,아니오,특이사항 없음,2020-04-23
보호중,강원-정선-2020-00119,개,믹스견,흰+갈색,암컷,아니오,특이사항 없음,2020-04-23
종료(자연사),강원-속초-2020-00114,개,진도견,흰색,수컷,아니오,"검은목줄,리드줄착용",2020-04-23
종료(입양),강원-동해-2020-00095,개,믹스견,흰검정갈색,수컷,아니오,상태양호,2020-04-23
종료(입양),경기-화성-2020-00850,개,믹스견,흑백색,수컷,아니오,붉은 목줄,2020-04-23
종료(안락사),경기-화성-2020-00849,개,믹스견,흑색,수컷,아니오,붉은 목줄,2020-04-23
종료(안락사),경기-화성-2020-00848,개,믹스견,황색,수컷,아니오,포획틀 포획,2020-04-23
종료(안락사),경기-양평-2020-00160,개,믹스견,갈색,미상,아니오,"사람을경계함,사나움",2020-04-23
종료(안락사),경기-양평-2020-00159,개,믹스견,흰색,수컷,아니오,경계가 있으며 사나운편,2020-04-23
종료(안락사),경기-양평-2020-00158,개,믹스견,흰색,수컷,아니오,경계가 있으며 사나운편,2020-04-23
종료(안락사),경기-양평-2020-00157,개,믹스견,"흰색,연한갈색",수컷,미상,매우사나움,2020-04-23
종료(안락사),경기-안성-2020-00424,개,코카 스파니엘,옅은 갈색,암컷,아니오,없음,2020-04-23
종료(안락사),경기-안성-2020-00423,개,코카 스파니엘,갈색,암컷,아니오,없음,2020-04-23
종료(입양),경기-이천-2020-00226,개,믹스견,"흰색, 연갈색",암컷,아니오,"겁이다소 있으나, 온순함",2020-04-23
종료(입양),경기-화성-2020-00850,개,믹스견,흑백색,수컷,아니오,붉은 목줄,2020-04-23
종료(안락사),경기-화성-2020-00849,개,믹스견,흑색,수컷,아니오,붉은 목줄,2020-04-23
종료(안락사),경기-화성-2020-00848,개,믹스견,황색,수컷,아니오,포획틀 포획,2020-04-23
종료(안락사),경기-양평-2020-00160,개,믹스견,갈색,미상,아니오,"사람을경계함,사나움",2020-04-23
종료(안락사),경기-양평-2020-00159,개,믹스견,흰색,수컷,아니오,경계가 있으며 사나운편,2020-04-23
종료(안락사),경기-양평-2020-00158,개,믹스견,흰색,수컷,아니오,경계가 있으며 사나운편,2020-04-23
종료(안락사),경기-양평-2020-00157,개,믹스견,"흰색,연한갈색",수컷,미상,매우사나움,2020-04-23
종료(안락사),경기-안성-2020-00424,개,코카 스파니엘,옅은 갈색,암컷,아니오,없음,2020-04-23
종료(안락사),경기-안성-2020-00423,개,코카 스파니엘,갈색,암컷,아니오,없음,2020-04-23
종료(입양),경기-이천-2020-00226,개,믹스견,"흰색, 연갈색",암컷,아니오,"겁이다소 있으나, 온순함",2020-04-23
종료(입양),경기-이천-2020-00225,개,웰시 코기 펨브로크,"연갈색, 흰색",수컷,아니오,"녹색 목끈을 하고 있으며, 매우온순함",2020-04-23
종료(안락사),경기-이천-2020-00224,개,믹스견,삼색,수컷,아니오,겁이많음,2020-04-23
종료(안락사),경기-이천-2020-00223,개,믹스견,"갈색, 흰색",암컷,아니오,"겁이다소 있으나, 온순함",2020-04-23
종료(입양),경기-이천-2020-00222,개,믹스견,연갈색,암컷,아니오,겁이많음,2020-04-23
종료(안락사),경기-이천-2020-00221,개,믹스견,검정색,암컷,아니오,경계심이 많고 매우 사나우며 입질 심함,2020-04-23
종료(안락사),경기-파주-2020-00220,개,믹스견,크림,수컷,아니오,사람을 잘 따르고 순함,2020-04-23
종료(입양),경기-파주-2020-00219,개,프렌치 불독,크림,암컷,아니오,사람을 잘 따르고 귀여움,2020-04-23
종료(입양),경기-파주-2020-00218,개,믹스견,흰색,수컷,아니오,5개월령 추정 진드기등 외부기생충 많음,2020-04-23
종료(입양),경기-파주-2020-00217,개,믹스견,황색 검정얼굴,암컷,아니오,5개월령 추정 진드기등 외부기생충 많음,2020-04-23
종료(입양),경기-파주-2020-00216,개,믹스견,갈색,수컷,아니오,5개월령 추정 진드기등 외부기생충 많음,2020-04-23
